task_count,completed_tasks,pending_tasks,team_size,average_completion_time,resource_allocation,historical_delays,blocker_count,predicted_delay_days,risk_level
17,7,10,11,17.3,0.18,3.0,2,3.5,MEDIUM
171,127,44,12,40.1,0.73,2.3,4,11.1,HIGH
44,35,9,18,28.4,0.1,0.2,0,3.0,MEDIUM
105,56,49,6,8.2,1.63,10.4,4,13.3,HIGH
97,71,26,14,25.2,0.37,6.5,4,11.0,HIGH
87,28,59,11,45.6,1.07,0.9,2,9.6,HIGH
41,17,24,10,43.3,0.48,0.4,1,5.9,MEDIUM
129,89,40,18,10.3,0.44,8.6,1,5.1,MEDIUM
55,21,34,2,37.3,3.4,1.9,5,25.5,HIGH
153,88,65,5,39.8,2.6,1.1,2,12.8,HIGH
174,37,137,5,17.4,5.48,2.0,2,29.5,HIGH
191,112,79,19,25.8,0.83,4.4,2,6.7,MEDIUM
151,124,27,10,35.9,0.54,0.6,0,3.0,MEDIUM
64,53,11,26,24.4,0.08,4.4,3,6.3,MEDIUM
185,129,56,19,10.7,0.59,4.2,3,8.1,HIGH
16,11,5,15,35.6,0.07,2.3,3,10.6,HIGH
83,45,38,26,44.3,0.29,6.0,3,11.9,HIGH
16,9,7,16,33.4,0.09,0.4,4,9.9,HIGH
170,28,142,7,38.5,4.06,2.7,3,26.7,HIGH
160,71,89,25,21.1,0.71,1.8,0,4.0,MEDIUM
94,42,52,11,13.7,0.95,1.6,0,1.6,LOW
156,142,14,16,33.0,0.18,0.9,1,6.8,MEDIUM
121,52,69,5,19.8,2.76,1.4,2,13.9,HIGH
134,72,62,19,42.1,0.65,0.3,2,9.0,HIGH
156,82,74,19,11.2,0.78,0.9,2,5.1,MEDIUM
45,28,17,26,24.2,0.13,1.0,1,3.0,MEDIUM
38,27,11,18,22.7,0.12,3.8,1,5.5,MEDIUM
197,49,148,13,45.4,2.28,0.1,0,12.7,HIGH
91,47,44,8,12.4,1.1,3.2,2,4.3,MEDIUM
11,8,3,17,6.4,0.04,0.8,2,4.1,MEDIUM
138,64,74,12,16.0,1.23,0.3,3,10.2,HIGH
56,16,40,15,40.5,0.53,1.1,1,7.1,HIGH
157,100,57,4,14.8,2.85,0.8,1,11.8,HIGH
20,15,5,20,16.1,0.05,2.4,1,2.2,MEDIUM
139,14,125,19,11.5,1.32,1.3,3,7.6,HIGH
128,95,33,11,36.0,0.6,10.1,3,11.8,HIGH
149,117,32,7,8.9,0.91,9.9,2,9.0,HIGH
29,13,16,14,19.9,0.23,1.8,3,6.4,MEDIUM
14,13,1,11,17.9,0.02,4.8,1,4.6,MEDIUM
46,34,12,19,29.3,0.13,0.0,3,6.5,MEDIUM
175,130,45,27,36.7,0.33,2.4,2,10.4,HIGH
146,105,41,21,28.4,0.39,4.1,4,9.7,HIGH
62,11,51,27,45.1,0.38,0.7,1,7.3,HIGH
181,44,137,17,46.0,1.61,0.2,5,15.6,HIGH
108,50,58,26,21.2,0.45,0.5,7,12.5,HIGH
95,27,68,26,38.7,0.52,1.7,4,11.3,HIGH
117,49,68,7,37.0,1.94,2.1,1,11.5,HIGH
33,28,5,14,43.5,0.07,1.4,0,5.8,MEDIUM
90,71,19,5,24.8,0.76,1.7,5,11.2,HIGH
167,103,64,24,28.3,0.53,1.9,4,8.4,HIGH
129,106,23,15,23.5,0.31,4.4,1,6.8,MEDIUM
68,51,17,2,41.7,1.7,0.3,5,15.2,HIGH
137,59,78,29,15.6,0.54,4.4,1,4.3,MEDIUM
123,28,95,21,16.1,0.9,3.5,2,6.7,MEDIUM
124,63,61,6,21.6,2.03,4.1,1,10.1,HIGH
23,16,7,9,15.7,0.16,4.0,4,6.7,MEDIUM
18,7,11,13,29.6,0.17,1.9,3,9.0,HIGH
49,31,18,3,11.6,1.2,0.7,2,2.8,MEDIUM
34,4,30,13,19.4,0.46,2.3,1,5.3,MEDIUM
112,80,32,6,44.4,1.07,9.5,1,13.4,HIGH
31,24,7,23,23.2,0.06,2.7,0,3.4,MEDIUM
13,8,5,6,37.4,0.17,0.0,4,9.6,HIGH
163,150,13,14,10.8,0.19,0.2,5,8.7,HIGH
195,154,41,10,16.4,0.82,14.8,3,11.8,HIGH
38,32,6,11,39.9,0.11,0.2,2,7.2,HIGH
118,105,13,2,38.0,1.3,0.1,1,8.6,HIGH
107,82,25,4,22.2,1.25,1.3,3,7.8,HIGH
46,30,16,19,46.1,0.17,10.5,1,10.5,HIGH
84,4,80,13,44.2,1.23,1.2,1,8.5,HIGH
79,37,42,4,46.4,2.1,1.6,3,17.9,HIGH
155,87,68,27,24.0,0.5,3.0,6,12.0,HIGH
137,44,93,26,14.3,0.72,0.1,5,10.4,HIGH
94,31,63,10,32.3,1.26,6.8,2,11.1,HIGH
51,46,5,27,34.8,0.04,2.2,1,5.2,MEDIUM
109,92,17,3,11.3,1.13,1.9,2,7.3,HIGH
50,40,10,4,39.0,0.5,5.9,1,8.1,HIGH
175,72,103,15,6.8,1.37,9.2,3,11.7,HIGH
43,2,41,5,26.3,1.64,1.7,1,9.3,HIGH
26,3,23,26,19.9,0.18,0.6,1,1.9,LOW
174,57,117,20,37.1,1.17,5.1,6,17.8,HIGH
162,10,152,14,19.1,2.17,1.5,2,12.2,HIGH
131,8,123,8,40.7,3.08,8.2,4,25.6,HIGH
85,74,11,13,31.0,0.17,9.0,1,9.4,HIGH
96,65,31,4,39.3,1.55,0.4,0,7.2,HIGH
126,41,85,24,47.6,0.71,9.4,1,12.5,HIGH
115,19,96,24,34.5,0.8,1.4,4,12.9,HIGH
95,48,47,10,47.4,0.94,3.1,4,12.4,HIGH
36,1,35,3,7.2,2.33,0.1,6,16.9,HIGH
66,59,7,23,20.2,0.06,6.6,1,5.5,MEDIUM
40,16,24,10,10.5,0.48,3.1,4,9.8,HIGH
143,58,85,13,17.0,1.31,3.1,2,7.8,HIGH
177,71,106,13,41.2,1.63,7.0,3,17.1,HIGH
107,12,95,16,7.4,1.19,2.1,4,9.3,HIGH
21,13,8,3,27.8,0.53,1.6,0,2.1,MEDIUM
62,44,18,19,29.8,0.19,6.0,3,10.7,HIGH
147,96,51,14,29.6,0.73,4.1,5,13.2,HIGH
182,31,151,15,26.0,2.01,8.9,4,16.5,HIGH
154,87,67,6,39.2,2.23,8.4,1,17.7,HIGH
163,91,72,27,11.6,0.53,1.4,3,7.5,HIGH
199,165,34,11,19.0,0.62,1.8,1,4.9,MEDIUM
131,51,80,13,31.9,1.23,0.9,0,7.4,HIGH
55,21,34,11,35.0,0.62,3.2,3,9.9,HIGH
73,44,29,25,23.0,0.23,1.4,2,7.0,MEDIUM
139,86,53,12,42.8,0.88,4.6,0,8.3,HIGH
63,29,34,26,23.5,0.26,0.4,1,2.8,MEDIUM
116,52,64,3,22.9,4.27,0.4,0,19.1,HIGH
60,29,31,6,7.5,1.03,0.7,3,7.6,HIGH
190,156,34,8,29.1,0.85,0.3,3,10.1,HIGH
45,20,25,7,35.8,0.71,2.9,1,5.7,MEDIUM
124,111,13,23,10.8,0.11,0.5,2,1.6,LOW
35,17,18,24,18.8,0.15,0.5,3,4.8,MEDIUM
38,34,4,4,38.8,0.2,0.0,3,8.6,HIGH
158,126,32,14,21.4,0.46,4.6,5,12.5,HIGH
20,7,13,4,16.1,0.65,5.0,4,9.3,HIGH
49,40,9,27,34.2,0.07,0.5,2,6.8,MEDIUM
20,2,18,26,14.3,0.14,4.0,4,10.2,HIGH
173,152,21,25,43.6,0.17,1.7,1,4.8,MEDIUM
122,75,47,22,10.4,0.43,0.8,0,1.1,LOW
196,19,177,7,35.7,5.06,2.9,7,40.3,HIGH
48,30,18,12,27.0,0.3,0.6,1,3.3,MEDIUM
63,58,5,29,42.5,0.03,4.2,3,9.6,HIGH
107,12,95,27,11.3,0.7,0.1,2,5.4,MEDIUM
64,35,29,18,34.5,0.32,9.6,2,9.9,HIGH
120,86,34,11,30.0,0.62,0.2,3,9.7,HIGH
161,125,36,13,26.2,0.55,2.6,3,11.6,HIGH
159,67,92,18,26.6,1.02,7.0,2,10.0,HIGH
78,18,60,5,36.3,2.4,0.0,1,16.0,HIGH
65,5,60,3,45.4,4.0,2.1,3,26.0,HIGH
42,24,18,12,9.8,0.3,1.3,1,2.6,MEDIUM
45,20,25,8,6.8,0.62,2.6,0,1.3,LOW
157,141,16,3,39.8,1.07,0.8,3,10.6,HIGH
90,9,81,27,10.5,0.6,0.2,6,10.7,HIGH
199,132,67,19,47.4,0.71,2.9,0,8.0,HIGH
118,8,110,22,32.0,1.0,1.6,5,11.8,HIGH
163,33,130,5,33.3,5.2,2.9,3,30.7,HIGH
82,37,45,9,14.4,1.0,0.7,2,5.1,MEDIUM
49,22,27,21,16.1,0.26,1.2,1,3.7,MEDIUM
26,17,9,15,33.7,0.12,2.5,7,15.3,HIGH
138,119,19,13,44.2,0.29,2.7,2,9.3,HIGH
70,43,27,23,47.3,0.23,1.4,1,7.5,HIGH
180,163,17,22,14.3,0.15,1.0,2,1.9,LOW
113,95,18,28,11.6,0.13,1.0,3,7.4,HIGH
51,29,22,19,8.4,0.23,0.6,4,6.1,MEDIUM
34,27,7,12,42.5,0.12,1.2,4,12.2,HIGH
48,30,18,29,18.4,0.12,0.7,3,5.4,MEDIUM
44,5,39,9,6.1,0.87,3.0,1,4.0,MEDIUM
140,100,40,3,15.4,2.67,2.5,3,16.6,HIGH
117,15,102,26,20.3,0.78,1.4,2,4.7,MEDIUM
181,105,76,16,47.6,0.95,1.2,1,7.6,HIGH
188,128,60,10,28.0,1.2,0.8,2,8.2,HIGH
111,12,99,20,14.6,0.99,2.3,3,8.2,HIGH
107,27,80,21,20.1,0.76,7.5,4,12.7,HIGH
21,18,3,9,19.9,0.07,3.5,3,7.8,HIGH
28,16,12,26,6.8,0.09,4.1,3,6.6,MEDIUM
110,29,81,20,11.7,0.81,5.4,4,10.5,HIGH
53,35,18,6,35.2,0.6,1.3,3,9.4,HIGH
196,115,81,12,11.1,1.35,0.2,2,8.0,HIGH
58,29,29,16,15.7,0.36,2.9,2,4.0,MEDIUM
198,183,15,9,20.7,0.33,0.6,5,9.7,HIGH
26,17,9,20,37.8,0.09,2.5,0,5.4,MEDIUM
83,32,51,24,30.5,0.42,4.0,4,12.5,HIGH
66,50,16,28,34.9,0.11,4.6,4,10.5,HIGH
64,54,10,9,29.8,0.22,1.1,1,3.4,MEDIUM
56,9,47,27,34.7,0.35,2.2,2,6.2,MEDIUM
21,4,17,28,6.1,0.12,2.9,5,9.0,HIGH
71,17,54,20,45.1,0.54,5.1,3,12.7,HIGH
89,59,30,19,10.7,0.32,4.3,1,3.5,MEDIUM
92,54,38,11,23.1,0.69,13.3,0,8.8,HIGH
17,10,7,8,38.4,0.18,0.0,0,3.7,MEDIUM
158,141,17,29,24.3,0.12,1.7,2,6.1,MEDIUM
90,67,23,10,45.8,0.46,0.9,3,10.8,HIGH
127,20,107,2,25.6,10.7,0.4,2,45.0,HIGH
34,12,22,20,42.7,0.22,7.3,3,10.8,HIGH
98,43,55,6,40.1,1.83,18.6,1,19.2,HIGH
21,8,13,20,47.2,0.13,0.6,3,8.9,HIGH
152,99,53,2,44.9,5.3,0.1,5,36.7,HIGH
68,57,11,16,43.7,0.14,1.0,2,8.2,HIGH
163,53,110,17,36.7,1.29,5.4,4,13.4,HIGH
118,64,54,24,21.4,0.45,1.0,2,6.3,MEDIUM
35,26,9,8,10.5,0.22,0.2,1,1.6,LOW
56,23,33,27,34.9,0.24,0.2,2,6.9,MEDIUM
41,8,33,13,47.1,0.51,1.7,2,9.4,HIGH
19,9,10,9,36.5,0.22,8.1,0,3.6,MEDIUM
25,2,23,6,45.0,0.77,1.0,3,12.1,HIGH
154,138,16,11,39.8,0.29,1.7,2,9.0,HIGH
160,18,142,29,12.9,0.98,0.3,1,3.3,MEDIUM
35,15,20,22,16.5,0.18,2.0,3,6.8,MEDIUM
95,50,45,6,20.4,1.5,3.6,0,4.4,MEDIUM
144,134,10,18,13.1,0.11,0.9,4,6.0,MEDIUM
23,4,19,27,30.4,0.14,1.1,2,6.4,MEDIUM
88,13,75,6,47.0,2.5,5.5,5,22.6,HIGH
126,7,119,23,38.0,1.03,0.0,6,15.1,HIGH
16,3,13,16,23.8,0.16,3.0,2,4.8,MEDIUM
146,34,112,14,6.2,1.6,1.5,0,3.0,MEDIUM
124,76,48,29,19.2,0.33,1.1,1,3.5,MEDIUM
185,45,140,2,28.1,14.0,3.2,0,45.0,HIGH
81,5,76,12,19.6,1.27,5.4,2,8.8,HIGH
68,53,15,24,10.7,0.12,2.5,2,4.1,MEDIUM
91,34,57,2,24.6,5.7,0.1,1,27.5,HIGH
125,46,79,12,16.6,1.32,1.9,2,5.7,MEDIUM
176,56,120,19,44.2,1.26,1.9,1,8.1,HIGH
155,143,12,19,10.3,0.13,2.4,3,5.3,MEDIUM
196,39,157,22,8.1,1.43,3.3,0,5.8,MEDIUM
112,96,16,27,6.2,0.12,0.1,2,3.8,MEDIUM
26,19,7,17,19.8,0.08,2.1,1,3.6,MEDIUM
23,2,21,14,33.7,0.3,2.7,0,2.9,MEDIUM
168,157,11,8,36.7,0.28,1.3,1,6.1,MEDIUM
161,47,114,2,25.0,11.4,3.3,3,45.0,HIGH
117,16,101,27,34.7,0.75,0.8,4,13.1,HIGH
197,156,41,17,21.1,0.48,1.1,3,7.1,HIGH
54,37,17,2,34.0,1.7,9.9,4,17.0,HIGH
107,64,43,18,7.7,0.48,1.3,1,2.3,MEDIUM
140,26,114,7,22.4,3.26,1.3,4,20.6,HIGH
46,22,24,3,39.2,1.6,2.7,1,9.8,HIGH
180,135,45,18,39.7,0.5,10.6,3,15.1,HIGH
177,57,120,7,36.1,3.43,12.2,1,24.1,HIGH
192,63,129,15,14.6,1.72,2.6,5,12.4,HIGH
117,6,111,19,16.4,1.17,0.0,3,7.5,HIGH
48,9,39,7,47.8,1.11,6.9,2,16.2,HIGH
24,20,4,11,10.3,0.07,2.5,4,5.8,MEDIUM
129,57,72,25,13.6,0.58,1.4,5,9.6,HIGH
13,12,1,19,11.5,0.01,5.3,5,11.0,HIGH
102,41,61,28,19.8,0.44,1.5,2,5.1,MEDIUM
162,112,50,10,14.8,1.0,0.1,0,1.9,LOW
150,45,105,9,26.9,2.33,5.2,2,14.1,HIGH
170,64,106,29,26.0,0.73,2.4,1,4.4,MEDIUM
25,5,20,11,43.9,0.36,1.2,1,6.9,MEDIUM
179,64,115,18,7.5,1.28,0.9,7,15.7,HIGH
117,63,54,24,19.4,0.45,2.7,3,5.9,MEDIUM
135,127,8,27,31.1,0.06,0.7,4,9.4,HIGH
64,41,23,7,31.4,0.66,1.2,3,10.4,HIGH
179,41,138,15,26.2,1.84,3.0,4,14.3,HIGH
43,3,40,23,40.3,0.35,6.4,7,17.7,HIGH
167,27,140,23,8.6,1.22,2.3,2,7.7,HIGH
22,12,10,7,40.3,0.29,4.3,2,8.1,HIGH
150,110,40,27,26.8,0.3,4.3,5,12.5,HIGH
27,24,3,8,11.6,0.08,3.3,0,1.3,LOW
169,10,159,13,43.2,2.45,0.8,4,19.2,HIGH
105,54,51,4,33.3,2.55,6.0,4,22.3,HIGH
132,62,70,15,12.9,0.93,1.7,2,7.4,HIGH
48,30,18,23,7.4,0.16,0.1,3,7.0,MEDIUM
55,30,25,20,11.9,0.25,0.8,5,7.9,HIGH
38,25,13,24,31.6,0.11,4.4,1,4.7,MEDIUM
199,127,72,17,13.5,0.85,0.2,0,2.5,MEDIUM
71,11,60,8,15.5,1.5,0.5,0,4.0,MEDIUM
194,149,45,9,7.1,1.0,3.6,3,6.1,MEDIUM
25,4,21,19,36.4,0.22,6.7,2,9.8,HIGH
193,130,63,26,40.0,0.48,3.0,3,13.2,HIGH
130,55,75,14,39.5,1.07,0.8,1,10.1,HIGH
19,9,10,22,11.4,0.09,0.2,3,4.2,MEDIUM
167,144,23,10,43.9,0.46,2.9,2,10.4,HIGH
162,137,25,11,34.2,0.45,0.1,5,10.7,HIGH
112,88,24,22,43.7,0.22,2.8,6,15.3,HIGH
93,47,46,24,24.8,0.38,0.8,0,1.5,LOW
142,101,41,28,24.4,0.29,7.1,3,8.1,HIGH
74,37,37,10,39.0,0.74,1.9,3,11.7,HIGH
186,154,32,16,9.9,0.4,0.8,2,4.8,MEDIUM
12,4,8,21,27.9,0.08,5.8,4,11.2,HIGH
182,168,14,3,41.1,0.93,0.9,2,10.2,HIGH
151,134,17,26,40.9,0.13,1.1,1,6.3,MEDIUM
129,92,37,14,46.2,0.53,5.4,5,14.6,HIGH
167,50,117,3,35.3,7.8,1.1,2,43.2,HIGH
77,12,65,20,14.7,0.65,1.6,3,6.6,MEDIUM
155,126,29,27,6.9,0.21,1.3,2,4.0,MEDIUM
199,39,160,3,26.1,10.67,0.4,1,45.0,HIGH
46,37,9,4,27.6,0.45,0.1,3,5.8,MEDIUM
162,79,83,7,16.1,2.37,3.9,1,10.4,HIGH
185,76,109,4,11.2,5.45,3.1,1,27.6,HIGH
190,163,27,11,30.6,0.49,1.0,1,5.2,MEDIUM
82,48,34,25,38.1,0.27,1.1,2,9.7,HIGH
152,86,66,28,47.7,0.47,8.7,2,12.4,HIGH
58,32,26,7,37.8,0.74,13.2,1,12.1,HIGH
130,49,81,24,39.3,0.68,1.9,1,7.4,HIGH
97,73,24,17,31.9,0.28,4.9,2,6.9,MEDIUM
149,41,108,18,47.4,1.2,4.0,2,12.2,HIGH
196,175,21,20,32.9,0.21,1.1,0,2.2,MEDIUM
46,39,7,4,42.1,0.35,0.2,4,11.1,HIGH
70,24,46,19,45.7,0.48,0.5,5,11.6,HIGH
180,127,53,8,45.1,1.32,5.5,3,14.3,HIGH
133,75,58,10,22.0,1.16,3.9,4,11.7,HIGH
48,16,32,21,9.3,0.3,3.3,4,8.7,HIGH
193,181,12,13,13.2,0.18,0.4,2,2.1,MEDIUM
72,5,67,6,8.5,2.23,3.1,1,10.6,HIGH
55,15,40,4,10.4,2.0,4.4,3,13.4,HIGH
97,50,47,12,13.8,0.78,5.9,3,7.8,HIGH
20,10,10,26,20.3,0.08,0.0,3,6.8,MEDIUM
71,41,30,5,28.8,1.2,3.5,2,9.5,HIGH
86,62,24,6,35.9,0.8,0.1,0,4.8,MEDIUM
162,99,63,2,14.9,6.3,3.7,1,32.3,HIGH
61,36,25,28,34.2,0.18,3.0,3,11.1,HIGH
13,1,12,29,35.6,0.08,0.5,0,3.2,MEDIUM
68,26,42,19,29.5,0.44,4.4,1,5.8,MEDIUM
81,20,61,13,44.0,0.94,0.2,3,13.7,HIGH
157,45,112,14,10.7,1.6,5.3,1,7.4,HIGH
102,55,47,10,13.4,0.94,0.9,4,9.3,HIGH
72,16,56,3,24.0,3.73,3.5,1,19.1,HIGH
63,19,44,6,11.3,1.47,7.7,4,10.9,HIGH
126,33,93,14,29.8,1.33,1.2,2,8.4,HIGH
119,107,12,17,22.7,0.14,2.1,3,8.3,HIGH
83,74,9,17,18.0,0.11,1.9,3,5.1,MEDIUM
116,69,47,25,13.1,0.38,0.5,1,4.2,MEDIUM
66,58,8,4,20.1,0.4,2.7,3,8.3,HIGH
178,134,44,23,31.5,0.38,4.1,1,5.2,MEDIUM
12,6,6,5,30.2,0.24,7.5,4,10.6,HIGH
129,7,122,12,12.9,2.03,5.7,3,11.8,HIGH
15,11,4,24,11.2,0.03,2.1,2,3.6,MEDIUM
14,9,5,27,7.1,0.04,3.8,3,5.1,MEDIUM
14,8,6,15,6.5,0.08,4.8,0,3.6,MEDIUM
63,46,17,4,43.0,0.85,2.0,3,10.1,HIGH
56,28,28,17,7.9,0.33,0.4,1,1.4,LOW
186,127,59,23,36.7,0.51,1.7,3,11.6,HIGH
18,16,2,16,42.6,0.02,5.5,2,9.1,HIGH
108,41,67,29,10.1,0.46,2.7,5,10.6,HIGH
29,19,10,11,24.3,0.18,3.9,2,7.0,MEDIUM
131,62,69,10,46.4,1.38,0.6,1,7.8,HIGH
70,45,25,12,41.0,0.42,10.0,2,12.9,HIGH
132,97,35,17,26.6,0.41,1.6,3,8.7,HIGH
172,15,157,11,38.0,2.85,3.2,2,19.0,HIGH
187,118,69,18,41.0,0.77,0.1,1,6.3,MEDIUM
91,23,68,20,20.6,0.68,0.4,2,5.9,MEDIUM
71,46,25,3,43.5,1.67,4.6,2,13.2,HIGH
154,72,82,25,25.8,0.66,10.3,3,12.0,HIGH
12,8,4,24,28.2,0.03,1.2,1,3.0,MEDIUM
169,27,142,3,48.0,9.47,0.1,0,45.0,HIGH
22,13,9,7,41.4,0.26,1.3,1,7.7,HIGH
129,38,91,20,21.2,0.91,0.1,4,7.0,MEDIUM
134,109,25,9,6.4,0.56,0.6,0,1.1,LOW
98,86,12,27,32.3,0.09,4.2,4,11.5,HIGH
82,77,5,4,35.6,0.25,8.3,1,7.1,HIGH
77,59,18,27,33.3,0.13,0.3,1,5.1,MEDIUM
151,109,42,15,46.7,0.56,2.4,3,12.2,HIGH
110,26,84,26,42.2,0.65,0.9,0,5.6,MEDIUM
107,37,70,17,24.9,0.82,0.4,1,5.3,MEDIUM
20,9,11,2,8.6,1.1,0.7,4,11.1,HIGH
114,85,29,22,26.0,0.26,2.6,3,7.1,HIGH
193,168,25,4,34.9,1.25,0.2,3,8.9,HIGH
76,16,60,23,31.5,0.52,1.7,2,6.9,MEDIUM
132,116,16,27,28.6,0.12,0.4,1,2.7,MEDIUM
38,25,13,19,25.7,0.14,1.0,3,7.4,HIGH
146,87,59,10,18.3,1.18,0.6,3,7.5,HIGH
162,37,125,7,17.6,3.57,6.4,4,24.2,HIGH
85,8,77,24,27.0,0.64,3.7,0,4.9,MEDIUM
179,100,79,22,12.7,0.72,6.1,3,8.0,HIGH
18,11,7,26,20.3,0.05,1.5,6,9.9,HIGH
49,11,38,2,19.6,3.8,1.1,2,18.0,HIGH
34,18,16,22,30.7,0.15,1.4,3,9.1,HIGH
14,11,3,28,8.8,0.02,0.1,5,8.7,HIGH
148,118,30,11,40.8,0.55,3.9,4,12.4,HIGH
196,173,23,28,29.6,0.16,1.3,4,10.1,HIGH
133,50,83,7,34.2,2.37,1.1,2,13.0,HIGH
47,15,32,24,35.5,0.27,2.7,1,5.2,MEDIUM
81,58,23,13,18.2,0.35,1.7,3,5.4,MEDIUM
142,62,80,5,25.8,3.2,11.9,1,20.5,HIGH
185,23,162,29,46.2,1.12,1.3,4,13.2,HIGH
99,30,69,14,38.2,0.99,2.9,4,11.4,HIGH
155,66,89,18,46.7,0.99,1.1,3,12.2,HIGH
46,14,32,28,37.3,0.23,14.0,4,16.4,HIGH
69,24,45,9,13.4,1.0,1.8,2,6.0,MEDIUM
185,58,127,27,8.7,0.94,3.0,4,11.1,HIGH
37,3,34,21,30.3,0.32,0.4,5,12.0,HIGH
90,56,34,4,21.0,1.7,4.0,0,8.1,HIGH
123,72,51,13,17.6,0.78,0.9,2,6.5,MEDIUM
49,31,18,8,39.9,0.45,1.8,5,13.6,HIGH
54,12,42,13,21.4,0.65,6.4,2,6.5,MEDIUM
71,22,49,3,19.3,3.27,10.6,4,23.4,HIGH
102,61,41,25,41.7,0.33,1.7,0,4.7,MEDIUM
124,73,51,15,41.5,0.68,5.4,1,8.1,HIGH
195,98,97,23,21.0,0.84,0.2,2,5.2,MEDIUM
76,27,49,24,41.0,0.41,5.6,3,9.9,HIGH
65,56,9,6,41.7,0.3,3.0,6,16.4,HIGH
49,17,32,10,23.8,0.64,2.0,5,10.1,HIGH
107,49,58,22,8.8,0.53,6.6,3,9.6,HIGH
49,32,17,12,6.1,0.28,5.6,2,7.7,HIGH
100,53,47,6,28.0,1.57,1.1,4,11.5,HIGH
42,15,27,4,20.5,1.35,4.7,1,6.5,MEDIUM
15,6,9,28,47.9,0.06,0.3,2,8.8,HIGH
156,119,37,18,38.4,0.41,5.2,1,7.4,HIGH
89,26,63,3,38.0,4.2,3.4,4,27.6,HIGH
177,31,146,25,46.1,1.17,0.3,1,9.4,HIGH
101,33,68,2,43.3,6.8,3.4,2,39.0,HIGH
106,86,20,8,19.4,0.5,2.6,1,6.8,MEDIUM
68,8,60,15,13.0,0.8,2.7,3,8.4,HIGH
68,64,4,6,37.3,0.13,1.0,1,6.3,MEDIUM
57,30,27,20,21.9,0.27,0.9,4,8.1,HIGH
178,166,12,29,25.9,0.08,4.3,1,7.2,HIGH
22,19,3,29,32.5,0.02,0.9,2,5.2,MEDIUM
116,53,63,12,44.1,1.05,1.8,4,14.6,HIGH
54,12,42,24,23.6,0.35,3.6,2,5.0,MEDIUM
98,19,79,26,38.9,0.61,0.2,3,12.4,HIGH
190,50,140,3,17.3,9.33,2.7,2,45.0,HIGH
179,123,56,9,35.3,1.24,2.7,2,8.8,HIGH
109,32,77,10,6.1,1.54,3.5,5,13.6,HIGH
164,58,106,28,42.6,0.76,1.4,0,7.5,HIGH
175,79,96,4,7.3,4.8,1.8,3,25.1,HIGH
197,171,26,3,35.9,1.73,1.2,2,10.7,HIGH
16,3,13,8,7.9,0.32,5.0,4,7.9,HIGH
142,7,135,6,17.2,4.5,0.4,2,23.2,HIGH
54,5,49,22,26.9,0.45,9.9,1,8.4,HIGH
67,57,10,27,23.6,0.07,3.0,3,7.3,HIGH
40,25,15,6,14.1,0.5,6.5,0,2.8,MEDIUM
32,9,23,21,20.0,0.22,1.7,3,6.3,MEDIUM
179,37,142,14,36.6,2.03,1.2,5,16.9,HIGH
147,46,101,22,34.1,0.92,6.9,2,11.3,HIGH
169,25,144,21,9.0,1.37,0.3,5,9.9,HIGH
116,104,12,7,37.4,0.34,0.4,3,8.0,HIGH
190,143,47,21,8.2,0.45,1.1,3,7.2,HIGH
167,77,90,19,28.8,0.95,9.6,0,7.4,HIGH
48,39,9,26,16.9,0.07,3.0,3,8.4,HIGH
168,46,122,3,30.7,8.13,2.4,0,41.6,HIGH
91,63,28,26,17.0,0.22,3.7,3,4.7,MEDIUM
109,89,20,27,47.4,0.15,1.6,4,10.5,HIGH
11,4,7,7,19.0,0.2,4.3,2,5.1,MEDIUM
86,62,24,10,16.2,0.48,1.5,1,4.2,MEDIUM
21,6,15,26,17.7,0.12,5.3,0,3.4,MEDIUM
48,15,33,4,43.7,1.65,0.9,3,12.9,HIGH
22,3,19,2,32.7,1.9,1.0,1,11.5,HIGH
55,24,31,2,36.7,3.1,2.2,4,22.6,HIGH
164,115,49,20,44.6,0.49,1.7,3,10.5,HIGH
122,109,13,6,44.3,0.43,3.1,2,11.1,HIGH
26,15,11,14,37.0,0.16,1.4,4,9.5,HIGH
113,93,20,20,14.3,0.2,0.8,1,3.0,MEDIUM
107,84,23,13,41.4,0.35,1.9,6,15.8,HIGH
197,40,157,17,14.6,1.85,2.5,4,13.3,HIGH
97,47,50,26,37.2,0.38,0.5,1,5.7,MEDIUM
118,18,100,26,34.8,0.77,2.4,2,9.8,HIGH
172,114,58,20,37.9,0.58,1.2,3,12.1,HIGH
79,71,8,4,28.4,0.4,1.5,3,8.0,HIGH
167,28,139,13,32.8,2.14,1.0,2,12.9,HIGH
83,58,25,6,46.0,0.83,8.0,2,13.9,HIGH
72,44,28,3,10.2,1.87,3.4,1,8.0,HIGH
165,94,71,23,19.0,0.62,0.9,4,8.2,HIGH
69,27,42,8,31.7,1.05,3.1,3,9.4,HIGH
88,32,56,14,46.5,0.8,5.7,2,9.8,HIGH
46,4,42,26,10.0,0.32,1.5,0,0.0,LOW
31,7,24,16,6.9,0.3,5.3,1,5.4,MEDIUM
157,9,148,23,8.3,1.29,0.5,3,6.7,MEDIUM
105,60,45,4,8.2,2.25,5.2,2,13.2,HIGH
77,11,66,29,44.1,0.46,2.3,1,9.5,HIGH
26,21,5,22,36.3,0.05,0.8,1,5.3,MEDIUM
21,10,11,21,34.4,0.1,1.6,0,2.6,MEDIUM
159,108,51,6,27.9,1.7,13.3,1,13.0,HIGH
